rank,feature,importance
755,t52_kp21_x,0.00011790
756,t22_kp12_x,0.00011786
757,t27_kp17_x,0.00011781
758,t54_kp18_x,0.00011758
759,t12_kp05_x,0.00011723
760,t00_kp07_x,0.00011712
761,t06_kp02_x,0.00011661
762,t58_kp07_x,0.00011206
763,t45_kp25_y,0.00011168
764,t59_kp07_x,0.00011166
765,t47_kp04_x,0.00011156
766,t39_kp15_x,0.00011148
767,t50_kp15_x,0.00011138
768,t15_kp21_x,0.00011129
769,t34_kp03_x,0.00011126
770,t25_kp12_x,0.00011075
771,t48_kp13_x,0.00011055
772,t37_kp01_x,0.00011054
773,t13_kp26_x,0.00011041
774,t56_kp15_x,0.00011029
775,t52_kp27_x,0.00011027
776,t06_kp29_x,0.00011025
777,t38_kp18_y,0.00011025
778,t11_kp24_x,0.00011022
779,t26_kp30_x,0.00011014
780,t13_kp15_x,0.00010997
781,t56_kp19_y,0.00010993
782,t19_kp00_y,0.00010967
783,t37_kp23_y,0.00010967
784,t17_kp29_y,0.00010966
785,t46_kp23_y,0.00010964
786,t21_kp10_y,0.00010961
787,t29_kp29_y,0.00010953
788,t28_kp31_x,0.00010948
789,t48_kp22_x,0.00010944
790,t29_kp04_y,0.00010943
791,t38_kp12_y,0.00010941
792,t53_kp18_x,0.00010940
793,t30_kp15_x,0.00010939
794,t09_kp23_x,0.00010930
795,t43_kp02_y,0.00010929
796,t51_kp25_x,0.00010925
797,t22_kp31_x,0.00010918
798,t48_kp02_x,0.00010884
799,t34_kp05_x,0.00010844
800,t42_kp03_x,0.00010786
801,t05_kp02_x,0.00010779
802,t20_kp17_x,0.00010757
803,t49_kp12_x,0.00010736
804,t40_kp18_x,0.00010684
805,t01_kp28_y,0.00010680
806,t53_kp23_x,0.00010670
807,t41_kp25_x,0.00010667
808,t13_kp02_x,0.00010659
809,t44_kp13_x,0.00010586
810,t48_kp24_x,0.00010585
811,t01_kp02_x,0.00010574
812,t19_kp29_x,0.00010553
813,t30_kp18_y,0.00010455
814,t54_kp28_x,0.00010435
815,t39_kp29_x,0.00010415
